engineer,prs_opened,prs_closed,pr_comments,prs_merged,issues_opened,issues_closed,prs_merged_norm,prs_closed_norm,issues_closed_norm,prs_opened_norm,issues_opened_norm,pr_comments_norm,impact_score,rank
ProCO-RPHopkins,1.0,3.0,20.0,1.0,0.0,0.0,0.005434782608695652,0.013953488372093023,0.0,0.004166666666666667,0.0,0.02127659574468085,0.006,165
cruftex,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.004651162790697674,0.030303030303030304,0.0,0.0,0.009574468085106383,0.0057,166
matt-metivier,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.018604651162790697,0.0,0.016666666666666666,0.0,0.018085106382978722,0.0054,167
StrandedKitty,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,168
neilkakkar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,169
jade-jpy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,170
joebnb,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,171
joshuakcockrell,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,172
jperezrealini,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,173
laurenz-glueck,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,174
lharries,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,175
liyiy,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,176
lottiecoxon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,177
lsmith77,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,178
mayeraaa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,179
mehrad989,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,180
meredian,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,181
mxlnk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,182
nmime,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,183
haf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,184
omchen,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,185
pschnyder,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,186
r13i,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,187
rebryk,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,188
robstemm,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,189
rodolpheirany-stream,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,190
sentry[bot],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,191
stuartbrameld,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,192
tiina303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,193
tlvince,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,194
vanuverma,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,195
vitonsky,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,196
hb-danny,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,197
ganeshkrishnan1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,198
akbansa,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,199
danbim,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,200
allan-simon,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,201
arndtvoges,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,202
arpitwt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,203
astro-ge,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,204
aydemirkala,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,205
b-like-bahar,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,206
PrebenAas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,207
baristaGeek,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,208
bobmoff,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,209
csimlinger,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,210
PatrickStrz,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,211
MannyAdumbire,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,212
daniel-hutao,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,213
frigga-dhananjay,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,214
GriffinAdAuris,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,215
davemurphysf,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,216
davidhaley,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,217
davidmondok,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,218
FrankHoli,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,219
ercanzirh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,220
FerDev12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,221
Felipoe,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,222
DogeAmazed,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,223
Bogdanovist,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,224
fizikiukas,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,225
1984man,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,226
danazou,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,227
yafkari,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0045,228
jean-eylo,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044,229
onel,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044,230
buyblvd-ryan,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044,231
GaurangTandon,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044,232
eddsaura,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,0.0044,233
antlio,1.0,1.0,10.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.010638297872340425,0.0041,234
igormq,1.0,1.0,6.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.006382978723404255,0.0039,235
darkLord19,1.0,1.0,5.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.005319148936170213,0.0038,236
JJCLane,1.0,1.0,4.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.00425531914893617,0.0038,237
zachstence,1.0,1.0,3.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0031914893617021275,0.0037,238
KaranPradhan266,1.0,1.0,2.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.002127659574468085,0.0037,239
carlosguso,1.0,1.0,0.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0,0.0036,240
will-marella,1.0,1.0,0.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0,0.0036,241
kurekszymon,1.0,1.0,0.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0,0.0036,242
fivestarspicy,1.0,1.0,1.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0010638297872340426,0.0036,243
t--becker,0.0,1.0,9.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.0,0.0,0.009574468085106383,0.0036,244
timon0305,4.0,2.0,10.0,0.0,0.0,0.0,0.0,0.009302325581395349,0.0,0.016666666666666666,0.0,0.010638297872340425,0.0036,245
caiquejjx,1.0,1.0,1.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0010638297872340426,0.0036,246
Classy-Bear,1.0,1.0,0.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0,0.0036,247
GauravBansal29,1.0,1.0,1.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0010638297872340426,0.0036,248
Nezz,1.0,1.0,0.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0,0.0036,249
zlwaterfield,0.0,1.0,7.0,1.0,0.0,0.0,0.005434782608695652,0.004651162790697674,0.0,0.0,0.0,0.007446808510638298,0.0035,250
Heinzen,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.022222222222222223,0.0,0.0033,251
ashlibaldwin,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.022222222222222223,0.0,0.0033,252
akramcodez,2.0,2.0,15.0,0.0,0.0,0.0,0.0,0.009302325581395349,0.0,0.008333333333333333,0.0,0.015957446808510637,0.003,253
annaszell,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.022222222222222223,0.0,0.0026,254
am-design-works,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.004166666666666667,0.022222222222222223,0.0,0.0026,255
Basit-Balogun10,2.0,1.0,18.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.008333333333333333,0.0,0.019148936170212766,0.0025,256
rnegron,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.016666666666666666,0.0,0.0010638297872340426,0.0024,257
rmgoodm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,258
reques6e,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,259
s6nedwards,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,260
sailingvirgins88,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,261
rafaelph,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,262
Scott-Sowers-PostHog,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,263
pura-tainguyen,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,264
pranaykumar-FLASH,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,265
patrickt010,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,266
oev-chrisbennett,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,267
oc8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,268
nikhilol,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,269
niels-bosman,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,270
sherkhane-vivek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,271
santiagopuentep,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,272
xuwenli0304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,273
shiyf129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,274
tupe12334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,275
zlace0x,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,276
zeptonaut,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,277
zedlabs,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,278
zalex666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,279
yungztrunks,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,280
utsxvrai,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,281
tlabetup,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,282
silascutlerciq,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,283
theotherguy2175,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,284
sumedhdev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,285
stephanbehm,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,286
staz6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,287
srbhr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,288
adh1rajsingh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,289
musa-hp,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,290
snickn,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,291
A-osman9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,292
Harshu092003,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,293
janpio,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,294
DanielW396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,295
andre347,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,296
Erudition,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,297
huw,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,298
Ogyeet10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,299
harrydigos,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,300
gabrielana17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,301
fp-kevin,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,302
floor-venuesuite,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,303
andrewtheis,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,304
borohhov,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,305
JamesTrick,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,306
alexander-zuev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,307
RomneyDa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,308
mhonig,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,309
felixgabler,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,310
cursor[bot],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,311
dBianchii,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,312
danielsanchez-alternova,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,313
dave-item,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,314
feliche93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,315
demidko888,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,316
diamondicq-it,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,317
farizstuff,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,318
Paillat-dev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,319
DanielBaulig,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,320
hburrichter,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,321
jasoncatchafire,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,322
kirankunigiri,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,323
mhagendoorn-9292,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,324
maxijonson,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,325
maurice-freitag,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,326
mathieuduperre,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,327
mariusa,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,328
liupus,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,329
leonposthog,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,330
leonhardprinz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,331
AbbasCiatek,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,332
kris-1234,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,333
jbchr,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,334
kocsmy,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,335
C-3-F,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,336
JeongJuhyeon,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,337
kadencartwright,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,338
CakeJamble,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,339
jklila,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,340
jordyjacob,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,341
jorgehermo9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,342
jorisstrix,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,343
justdanielndev,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,344
albina-popova,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,345
jinmiaoluo,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,346
kamranayub,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,347
kimchouard,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223,0.0,0.0022,348
NewSmoke38,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.008333333333333333,0.0,0.005319148936170213,0.0018,349
Suhaib3100,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.008333333333333333,0.0,0.0031914893617021275,0.0017,350
ryansydnor,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.010638297872340425,0.0016,351
ahmedhesham6,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.00851063829787234,0.0015,352
KyeongJooni,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.007446808510638298,0.0015,353
tharani-2006,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.007446808510638298,0.0015,354
Hettbhutak,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.005319148936170213,0.0014,355
danjool,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.005319148936170213,0.0014,356
jshorwitz,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.005319148936170213,0.0014,357
cubic-dev-ai[bot],1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0031914893617021275,0.0013,358
wudidapaopao,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0031914893617021275,0.0013,359
sreuter,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.0,0.0,0.011702127659574468,0.0013,360
smallbrownbike,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0031914893617021275,0.0013,361
bs1180,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.0010638297872340426,0.0012,362
carlosbaraza,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.002127659574468085,0.0012,363
abalinda,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.0,0.004166666666666667,0.0,0.002127659574468085,0.0012,364
